技能ID;技能名称;技能描述;消耗;何时触发;触发辅助;对敌我方;目标类型;选择规则;选择范围;效果类型;效果值;附带技能;回合最大使用次数;单场最大使用次数;是否有有益的;是否处于调试中
21915;附：日轮疾驰;自身离场时，【净化】敌方所有单位。;0;21;0;0;7;0;0;103;1;0;-1;-1;0;0
21916;附：信使;攻击时，己方主神获得5点生命值，＋5护盾。;0;3;0;1;10;0;0;5;5;0;-1;-1;0;0
21917;附：先锋;自身＋护盾时，+1攻击力，持续1回合。;0;2;0;1;6;0;0;25;17;0;-1;-1;1;0
21918;附；智囊;初始移动力＋1，每移动1格己方所有单位＋1护盾。自身＋护盾时，己方所有单位获得2点生命值和提高1点生命值上限。（每回合至多发动4次。）;0;2;0;1;7;0;0;1;2;0;4;999;1;0
21919;附：奉天承命;自身＋护盾时，抽1张牌（每回合至多发动2次）。;0;2;0;1;5;0;0;12;1;0;2;-1;1;0
21920;附：莲花;每获得一张卡时，己方随机单位＋1攻击力，持续1回合。（每回合至多发动4次）。;0;27;0;1;4;2;0;25;17;0;4;-1;1;0
21921;吞食;命中敌人时，敌方所有不处于迷雾的单位降低3点生命值上限，敌方所有处于迷雾的单位失去4点生命值。攻击时，自身本回合＋1攻击力（每回合至多发动2次）。;0;11;0;0;2;0;0;2;-3;21922,29706;-1;-1;1;0
21922;附：吞食;命中单位时，敌方所有处于迷雾的单位失去4点生命值。;0;11;0;0;3;0;0;1;-4;0;-1;-1;1;0
21924;附:祸土;任意附属神离场时，敌方主神失去18点生命值;0;8;0;0;10;0;0;1;-18;0;-1;-1;1;0
21926;附:冥土之盾;己方回合开始时，己方另一附属神永久+1攻击力；;0;6;0;1;9;0;0;3;1;0;-1;-1;1;0
21927;附:冥土之盾;己方回合开始时，己方主神永久+1攻击力；;0;6;0;1;10;0;0;3;1;0;-1;-1;1;0
21928;附:冥土之盾;己方使用神迹卡时，【净化】己方所有单位。;0;29;0;1;7;0;0;103;1;0;-1;-1;1;0
21929;附:生命永恒;任意附属神离场时，获得1张神迹卡【莫非王土】。;0;8;0;1;5;0;0;21;36032;0;-1;-1;1;0
21931;附:智慧回响;当己方使用神迹卡时，抽1张卡（每回合至多发动2次）;0;29;0;1;5;0;0;12;1;0;2;-1;1;0
21932;附:古之朝阳;任意单位离场时，敌方随机解除1格迷雾;0;37;0;0;21;2;0;8;1;0;3;-1;1;0
21933;附:古之朝阳;任意单位离场时，自身获得2点生命值。;0;37;0;1;6;0;0;1;2;0;3;-1;1;0
21934;附:死灵守护者;自身攻击时，召唤1体【木乃伊】（每回合至多发动2次）；;0;3;0;1;1;2;0;6;29000;0;2;-1;1;0
21935;附:死灵守护者;自身离场时，己方所有单位永久＋3攻击力。;0;21;0;1;7;0;0;3;3;0;-1;-1;1;0
21936;不羁;命中敌方单位时，＋1生命;0;11;0;1;6;0;0;1;1;0;-1;-1;1;0
21937;掠取50％;掠取50％;0;11;0;1;6;0;0;98;50;0;-1;-1;1;0
21938;深渊;【反击】；被命中时，敌方攻击单位解除迷雾。;0;20;0;0;11;0;0;8;1;24903;-1;-1;1;0
21939;阿斯嘉德精锐;【坚壁】；任意单位离场时，自身获得10点生命值，＋10护盾。;0;37;0;1;6;0;0;1;10;21940,24401;-1;-1;1;0
21940;阿斯嘉德精锐1;任意单位离场时，自身＋10护盾;0;37;0;1;6;0;0;5;10;0;-1;-1;1;0
21941;万物玄同;回合开始时，己方所有单位获得【圣盾】和+2护盾，自身获得5点生命值。;0;6;0;1;7;0;0;25;3;21942,21943;-1;-1;1;0
21942;万物玄同1;回合开始时，己方所有单位+2护盾;0;6;0;1;7;0;0;5;2;0;-1;-1;1;0
21943;万物玄同2;回合开始时，自身获得5点生命值;0;6;0;1;6;0;0;1;5;0;-1;-1;1;0
21944;天瑞;自身＋护盾时，己方所有单位永久＋1攻击力。;0;2;0;1;7;0;0;3;1;0;-1;-1;1;0
21945;变化万端;自身＋护盾时，敌方所有单位失去3点生命值。;0;2;0;0;7;0;0;1;-3;0;-1;-1;1;0
21946;缠身凶灵;【反击】，当敌方使用弹幕卡时，我方所有单位获得【圣盾】。当敌方使用神迹卡时，敌方所有单位【封刃】，持续1回合。;0;50;0;0;7;0;0;25;32;21947,24903;-1;-1;1;0
21947;缠身凶灵1;当敌方使用弹幕卡时，我方所有单位获得【圣盾】;0;52;0;1;7;0;0;25;3;0;-1;-1;1;0
21948;重责大任;【坚壁】，【反击】，回合开始时获得10点生命值。;0;6;0;1;6;0;0;1;10;24903,24401;-1;-1;1;0
21949;夺命凶神;任意单位离场时，敌方主神失去15点生命值。;0;37;0;0;10;0;0;1;-15;0;-1;-1;1;0
21950;荷鲁斯之盾;【坚壁】，【反击】，自身失去生命值时，获得1张随机【秘术】卡。;0;22;0;1;5;0;0;102;1;24903,24401;-1;-1;1;0
21951;复仇者;回合开始时，召唤1体【木乃伊】。任意单位离场时，获得1张随机【秘术】卡。;0;6;0;1;1;2;0;6;29000;21952;-1;-1;1;0
21952;复仇者1;任意单位离场时，获得1张随机【秘术】卡。;0;37;0;1;5;0;0;102;1;0;-1;-1;1;0
21953;生死循环;任意单位离场时，自身提高10点生命值上限；主神获得生命值时，敌方所有单位失去8点生命值。;0;37;0;1;6;0;0;2;10;21954,21955;-1;-1;1;0
21954;生死循环1;任意单位离场时，自身获得10点生命值。;0;37;0;1;6;0;0;1;10;0;-1;-1;1;0
21955;生死循环2;获得生命值时，敌方所有单位失去8点生命值。;0;26;0;0;7;0;0;1;-8;0;-1;-1;1;0
21956;奇谋;【坚壁】，自身失去生命值时，己方主神提高8点生命值上限并获得8点生命值，另一附属神失去8点生命值。;0;22;0;1;10;0;0;2;8;21957,21958,24401;-1;-1;1;0
21957;奇谋1;自身失去生命值时，己方主神获得8点生命值。;0;22;0;1;10;0;0;1;8;0;-1;-1;1;0
21958;奇谋2;自身失去生命值时，另一附属神失去8点生命值。;0;22;0;1;9;0;0;1;-8;0;-1;-1;1;0
21959;生死循环;【坚壁】，自身离场时，己方主神提高10点生命值上限并获得10点生命值，召唤1体【拉·分灵】。;0;21;0;1;10;0;0;2;10;21960,21961,24401;-1;-1;1;0
21960;生死循环1;自身离场时，己方主神获得10点生命值;0;21;0;1;10;0;0;1;10;0;-1;-1;1;0
21961;生死循环2;自身离场时，召唤1体【拉·分灵】;0;21;0;1;1;2;0;6;29917;0;-1;-1;1;0
21962;阿波菲斯之陨;【反击】，自身获得生命值时，全体单位失去7点生命值。任意附属神离场时，自身永久+2攻击力。;0;26;0;2;7;0;0;1;-7;21963,24903;-1;-1;1;0
21963;阿波菲斯之陨;任意附属神离场时，自身永久+2攻击力。;0;8;0;1;6;0;0;3;2;0;-1;-1;1;0
21964;附：隼魔;巨人召唤物登场时，攻击力＋1;0;64;0;1;34;0;22031;25;37;0;-1;-1;1;0
21965;附：隼魔;巨人召唤物登场时，攻击力＋1;0;64;0;1;34;0;22032;25;37;0;-1;-1;1;0
22001;从者;己方回合开始时，己方所有单位＋2攻击力，持续一回合。;0;6;0;1;7;0;0;25;40;0;-1;-1;1;0
22002;悖逆;攻击力永久＋1。;0;6;0;1;9;0;0;3;1;0;-1;-1;1;0
22005;奉天承命;自身＋护盾时，获得5点生命值。;0;2;0;1;6;0;0;1;5;0;-1;-1;1;0
22006;悖逆;己方回合开始时，对象单位获得【圣盾】;0;6;0;1;9;0;0;25;3;0;-1;-1;1;0
22007;智囊;移动时，己方所有单位＋1护盾;0;1;0;1;7;0;0;5;1;0;4;-1;1;0
22011;光辉之子 附;攻击解除敌方单位迷雾时，被命中单位额外失去10点生命值。;0;38;0;0;20;0;0;1;-10;0;-1;-1;1;0
22013;附追魂;命中敌方单位时，解除十字格范围迷雾。;0;11;0;0;20;0;0;34;1;0;-1;-1;1;0
22014;龙之宝藏;自身失去生命值时，召唤1体【冰霜巨人】（每回合至多发动1次）。任意单位离场时，双方所有单位失去3点生命值，（每回合至多发动3次）。;0;37;0;2;7;0;0;1;-3;0;3;-1;1;0
22015;魔性;敌方随机单位失去7点生命值。;0;22;0;0;4;2;0;1;-7;0;-1;-1;1;0
22016;红王;离场时，所有不处于迷雾的单位失去20点生命值，所有处于迷雾的单位失去10点生命值。;0;21;0;2;3;0;0;1;-10;0;-1;-1;1;0
22017;附缠绕;己方回合开始时，双方所有单位失去1点生命值。;0;6;0;2;7;0;0;1;-1;0;-1;-1;1;0
22018;吞噬;自身获得10点生命值;0;8;0;1;6;0;0;1;10;0;-1;-1;1;0
22019;破坏;己方回合开始时，若自身不处于迷雾则失去5点生命值，离场时，消除敌方所有单位已装填的弹幕卡和【秘术】。;0;35;0;1;6;0;0;1;-5;22219;-1;-1;1;0
22021;万宝;己方所有单位处于迷雾的单位＋4护盾。;0;24;0;1;3;0;0;5;4;0;2;-1;1;0
22028;爱之援助;己方回合开始时，己方所有单位获得6点生命值，敌方不处于迷雾的单位失去6点生命值。;0;6;0;1;7;0;0;1;6;0;-1;-1;1;0
22030;冰霜;无法装填，同时有2个此单位存在于场上时，【合体】成为［坚冰巨人］。【突击】，攻击后离场，离场时己方主神失去2点生命值。;0;32;0;1;1;2;0;60;22030,22030,22031;49991,48888,48886;-1;-1;1;0
22031;寒霜;无法装填，同时有2个此单位存在于场上时，【合体】成为［冻土巨人］。【突击】，攻击后离场，离场时己方主神失去2点生命值。;0;32;0;1;1;2;0;60;22031,22031,22032;49992,48888,48886;-1;-1;1;0
22032;冻土;【突击】，攻击后离场，离场时己方主神失去2点生命值。;0;3;0;1;6;0;0;1;-99;49999,48886;-1;-1;1;0
22034;开山斧;己方合开始时，敌方所有单位永久－1攻击力，失去5点生命值（该技能效果每回合最多叠加2次）。;0;6;0;0;7;0;0;3;-1;23034;2;-1;1;0
22046;除魔卫道;当敌方使用弹幕卡时，己方所有单位＋3护盾。;0;52;0;1;7;0;0;5;3;0;-1;-1;1;0
22050;耀斑;解除敌方全场迷雾;0;21;0;0;8;0;0;8;1;0;-1;-1;1;0
22053;整备;自身＋护盾时，自身永久＋1攻击力，当前装填弹幕卡吟唱时间－1（每回合至多发动1次）。;0;2;0;1;6;0;0;13;-1;0;1;999;1;0
22057;国仇;攻击后自身离场，自身离场时，召唤［因幡的白兔］（攻击力：0／生命值：6。白兔每回合首次【突击】）。;0;3;0;1;6;0;0;1;-99;22257;-1;-1;1;0
22059;万物赐福;己方回合开始时，己方随机单位＋2～4点攻击力，1～4点移动力，持续1回合。;0;6;0;1;7;0;0;4;1;0;-1;-1;0;0
22065;迦梨;命中敌人时，己方所有单位获得5点生命值。;0;11;0;1;7;0;0;1;5;0;-1;-1;0;0
22066;迦梨;命中敌人时，敌方所有单位失去5点生命值。;0;11;0;0;7;0;0;1;-5;0;-1;-1;0;0
22068;狂热之柱;己方回合开始时，祭坛周围8格存在单位则每个单位＋3点护盾。;0;51;0;1;32;0;0;5;3;0;-1;-1;1;0
22069;东之追迹者;己方回合开始时，祭坛周围8格存在单位则每个单位获得【圣盾】。;0;51;0;1;32;0;0;25;3;0;-1;-1;1;0
22070;南之祈愿者;己方回合开始时，祭坛周围8格存在单位则己方祈愿倒计时－1。;0;51;0;1;5;0;0;30;-1;0;-1;-1;1;0
22071;北之镇护者;己方回合开始时，祭坛周围8格存在单位则使敌方所有单位失去3点生命值。;0;51;0;0;7;0;0;1;-3;0;-1;-1;1;0
22072;深渊咏者;己方回合开始时，祭坛周围8格存在单位则每个单位获得＋2移动力，持续1回合。;0;51;0;1;32;0;0;25;7;0;-1;-1;1;0
22076;封刃;封刃1回合;0;50;0;0;7;0;0;25;32;0;1;999;0;0
22083;荣光;己方回合开始时，随机解除敌方2格迷雾（优先解除无单位区域迷雾）。;0;6;0;0;21;2;0;33;1;0;-1;-1;1;0
22084;常在战阵;移动力＋1，持续1回合;0;6;0;1;7;0;0;25;24;0;-1;-1;0;0
22085;深渊咏者;命中敌方单位时，被命中单位【封足】，持续1回合。攻击后自身离场）（每回合至多发动3次）。离场时敌方所有封足的单位失去5点生命值。;0;3;0;0;20;0;0;25;9;22086,22388;-1;-1;1;0
22086;深渊咏者;命中敌方单位时，被命中单位【封足】，持续1回合。攻击后自身离场）（每回合至多发动3次）。离场时敌方所有封足的单位失去5点生命值。;0;21;0;0;41;0;0;1;-5;0;-1;-1;1;0
22088;深渊咏者;命中敌方单位时【封足】，持续1回合。攻击后自身离场。;0;3;0;0;20;0;0;25;9;22388;-1;-1;1;0
22098;至黑魔龙;攻击;0;6;0;1;10;0;0;1;-3;0;-1;-1;0;0
22099;咒缚之指环;己方回合开始时，己方另一体附属神永久－2攻击力，失去5点生命值。自身获得【圣盾】，永久＋2攻击力，获得5点生命值。;0;6;0;1;9;0;0;3;-2;0;0;0;0;0
22100;吞噬月亮;命中单位时，敌方所有处于迷雾的单位失去2点生命值。;0;11;0;0;3;0;0;1;-2;0;-1;-1;1;0
22101;吞噬太阳;每回合首次命中敌人时，敌方所有不处于迷雾的单位失去5点生命值，敌方随机单位解除迷雾（包含已经解除迷雾的单位）。;0;11;0;0;2;0;0;1;-5;29707;1;999;1;0
221021;穷鼠之噬;敌方攻击单位【封刃】。;0;20;0;0;11;0;0;25;8;0;-1;-1;1;0
22105;附：天狱;【圣盾】;0;35;0;1;6;0;0;25;3;0;-1;-1;1;0
22107;强横;敌方攻击单位解除迷雾。;0;20;0;0;11;0;0;8;1;0;-1;-1;1;0
22108;鬼谷神算;己方回合开始时，己方卡组中所有弹幕卡永久＋1攻击力，己方手牌中所有弹幕卡永久－1行动点。;0;6;0;1;42;0;0;39;-1;0;1;999;1;0
22110;要塞广寒;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
22111;常暗;自身永久处于迷雾（仍然会受到伤害）。命中敌方单位时，敌方所有单位永久-1攻击力，自身永久＋1攻击力（每个回合至多发动2次），己方随机覆盖2格迷雾（每个回合至多发动1次）。;0;11;0;1;6;0;0;3;1;0;2;999;1;0
22112;冥土之盾;己方回合开始时，己方所有神明永久+1攻击力；己方使用神迹卡时，【净化】己方所有单位。;0;6;0;1;6;0;0;3;1;21926,21927,21928;-1;-1;1;0
22113;生命永恒;游戏开始时获得1张神迹卡【莫非王土】；任意附属神离场时，获得1张神迹卡【莫非王土】。;0;15;0;1;5;0;0;21;36032;21929;-1;-1;1;0
22114;智慧回响;敌方使用神迹卡时，获得该神迹卡的复制，复制所得的神迹卡行动点消耗为0（每回合至多发动1次）；当己方使用神迹卡时，抽1张卡（每回合至多发动2次）。;0;50;0;1;5;0;0;93;1;21931;1;-1;1;0
22115;古之朝阳;任意单位离场时，己方随机覆盖1格迷雾，敌方随机解除1格迷雾，自身获得2点生命值（每回合至多发动3次）。;0;37;0;1;22;2;0;7;1;21932,21933;3;-1;1;0
22116;死灵守护者;己方回合开始时，召唤1体【木乃伊】；自身攻击时，召唤1体【木乃伊】（每回合至多发动2次）；自身离场时，己方所有单位永久＋3攻击力。;0;6;0;1;1;2;0;6;29000;21934,21935;1;-1;1;0
22117;啃噬;任意单位离场时，己方所有单位＋1攻击力，持续1回合（每回合至多发动4次）；自身离场时，己方所有单位永久＋3攻击力。;0;37;0;1;7;0;0;25;17;21935;4;-1;1;0
22118;猿军;攻击时消耗4点行动点，攻击时，召唤1体【哈努曼分灵】（每回合至多触发一次）。;0;3;0;1;5;0;4;75;1;0;9;999;1;0
22120;猿军;无法装填。每回合首次【突击】，仅首次攻击时，永久增加等同于哈努曼攻击力一半的攻击力（向下取整）。命中敌方单位时，哈努曼永久+1攻击力，提高5点生命值上限并获得5点生命值（每回合至多触发一次），敌方回合开始时离场。;0;31;0;1;6;0;0;1;-99;0;-1;-1;1;0
22121;狂热之柱;己方回合开始时，祭坛周围8格存在单位则每个单位＋3点护盾，敌方回合开始时，失去4点生命上限，离场时，己方所有单位＋2护盾;0;51;0;1;32;0;0;5;3;22124,22125;-1;-1;1;0
22122;丰穰的冥后;敌方回合开始时,己方所有单位获得等同于冥后奇稻田护盾值50％的生命值。;0;31;0;1;7;0;0;130;50;0;-1;-1;1;0
22124;狂热之柱;己方回合开始时，祭坛周围8格存在单位则每个单位＋3点护盾，敌方回合开始时，失去4点生命上限，离场时，己方所有单位＋2护盾;0;31;0;1;6;0;0;2;-4;0;-1;-1;1;0
22125;狂热之柱;己方回合开始时，祭坛周围8格存在单位则每个单位＋3点护盾，敌方回合开始时，失去4点生命上限，离场时，己方所有单位＋2护盾;0;21;0;1;7;0;0;5;2;0;-1;-1;1;0
22126;猿军;无法装填。每回合首次攻击【突击】，仅首次攻击时，永久增加等同于哈努曼攻击力一半的攻击力（向下取整）。命中敌方单位时，哈努曼永久+1～3攻击力，提高8点生命值上限并获得8点生命值（每回合至多触发一次），敌方回合开始时离场。;0;3;0;1;5;0;0;75;1;0;1;999;0;0
22127;猿军;无法装填。每回合首次攻击【突击】，仅首次攻击时，永久增加等同于哈努曼攻击力一半的攻击力（向下取整）。命中敌方单位时，哈努曼永久+1～3攻击力，提高8点生命值上限并获得8点生命值（每回合至多触发一次），敌方回合开始时离场。;0;40;0;1;6;0;20040;117;50;0;1;-1;1;0
22128;猿军;无法装填。每回合首次攻击【突击】，仅首次攻击时，永久增加等同于哈努曼攻击力一半的攻击力（向下取整）。命中敌方单位时，哈努曼永久+1～3攻击力，提高8点生命值上限并获得8点生命值（每回合至多触发一次），敌方回合开始时离场。;0;11;0;1;37;0;20040;1;8;0;1;-1;1;0
22129;猿军;无法装填。每回合首次攻击【突击】，仅首次攻击时，永久增加等同于哈努曼攻击力一半的攻击力（向下取整）。命中敌方单位时，哈努曼永久+1～3攻击力，提高8点生命值上限并获得8点生命值（每回合至多触发一次），敌方回合开始时离场。;0;11;0;1;37;0;20040;127;1,45,2,40,3,15;0;1;-1;1;0
22130;丰穰的冥后;游戏开始时,己方所有单位提高5点护盾上限;0;15;0;1;7;0;0;115;5;0;1;1;1;0
22131;丰穰的冥后;己方回合开始时，自身护盾若为0，自身获得6点攻击力，持续1回合。;0;74;0;1;6;0;0;25;67;0;1;-1;1;0
22132;穷鼠之噬;攻击命中后永久降低自身4点攻击力（每回合至多发动一次）;0;11;0;1;6;0;0;3;-4;0;1;-1;1;0
22133;穷鼠之噬;敌方攻击单位解除迷雾。;0;20;0;0;11;0;0;8;1;0;-1;-1;1;0
22134;穷鼠之噬;敌方攻击单位【封足】。;0;20;0;0;11;0;0;25;9;0;-1;-1;1;0
22135;要塞广寒;装填弹幕时，己方随机覆盖1格迷雾。;0;24;0;1;22;2;0;7;1;0;3;-1;1;0
22219;附：破坏;离场时，消除所有敌方已装填的弹幕卡和【秘术】。;0;21;0;0;7;0;0;14;1;0;-1;-1;1;0
22222;无技能;无技能;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
22257;国仇;攻击后自身离场，自身离场时，召唤［因幡的白兔］（攻击力：0／生命值：6。自身每回合首次【突击】）。;0;21;0;1;1;2;0;6;22067;0;-1;-1;1;0
22330;彩虹桥守卫;失去生命值时，永久＋1攻击力;0;22;0;1;6;0;0;3;1;0;3;1000;1;0
22388;深渊咏者;攻击后自身离场。;0;3;0;1;6;0;0;1;-99;0;-1;-1;1;0
22903;神龟俱利摩;己方回合开始时，提高3点生命值上限。;0;6;0;1;6;0;0;2;3;0;-1;-1;0;0
22904;人狮那罗辛哈;自身攻击后，永久＋1攻击力。;0;3;0;1;6;0;0;3;1;0;-1;-1;0;0
22905;白马迦尔吉;初始＋1移动力。移动时，恢复1点行动点（每回合至多发动4次）。;0;1;0;1;5;0;0;77;1;0;4;999;1;0
22906;神龟俱利摩;己方回合开始时，自身获得【圣盾】。;0;6;0;1;6;0;0;25;3;0;-1;-1;1;0
23001;绝海神殿;己方回合开始时，获得1张【米陶诺斯】；敌方回合开始时，己方召唤1体【神秘雕像】。自身装填【米陶诺斯】时，自身+2攻击力，持续1回合（每回合至多发动2次），装填时间-3。;0;6;0;1;5;0;0;21;49901;23201,23202,23230;-1;-1;0;0
23002;暴政囚徒;【坚壁】，【忍耐】3。自身失去生命值时，己方主神随机移动至迷雾区域（无迷雾时原地不动）。;0;22;0;1;6;0;0;110;3;23218,23219;-1;-1;0;0
23003;不可逆之路;任意单位【完全离场】时（包括祭坛），自身+3攻击力，获得5点生命值（持续2回合，每回合至多发动1次）。自身发动【冥王之才】（每回合至多发动1次）。;0;70;0;1;6;0;0;1;5;23204,23205;1;-1;0;0
23004;偶像;【黄金诗篇】。攻击命中敌方单位时，本回合获得1-3点攻击力，移动到迷雾区域（每回合至多发动1次）。自身失去生命值时，本回合-2攻击力（每回合至多发动1次）。;0;6;0;1;6;0;0;74;38,40,45;23221,23223,23224,23229;-1;-1;0;0
23005;爱之形;敌方回合开始时，获得1张【真实的爱】。自身被攻击时，永久+2攻击力。自身装填弹幕卡时，本回合+3攻击力（每回合至多发动1次）。;0;31;0;1;5;0;0;21;39993;23227,23228;-1;-1;0;0
23006;复仇的才能;自身失去生命值时，敌方全体本回合-3攻击力（每回合至多发动1次）。攻击时获得1张【恶意】（每回合至多发动1次）。离场时，召唤1体【释放的恨】。;0;22;0;0;7;0;0;25;47;23213,23214;1;-1;0;0
23010;英灵引导;敌方附属神离场时，己方所有单位获得20点生命值。;0;78;0;1;7;0;0;1;20;0;-1;-1;1;0
23011;光辉之子;己方回合开始时，自身获得【圣盾】。;0;6;0;1;6;0;0;25;3;0;-1;-1;1;0
23016;红王;攻击时，召唤1体【坚冰巨人】（每回合至多发动2次）。;0;3;0;1;1;2;0;6;22031;0;2;-1;1;0
23018;潜行;任意附属神离场时，获得一弹幕卡［暗中潜行之魔］（行动点消耗：0／攻击力：3／装填时间：2／攻击范围：全领域冲击）。;0;8;0;1;5;0;0;21;44018;0;-1;1000;1;0
23034;开山斧;己方合开始时，敌方所有单位永久－1攻击力，失去5点生命值（该技能效果最多叠加2次）。;0;6;0;0;7;0;0;1;-5;0;2;-1;1;0
23061;反击;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
23068;天命循环;召唤奥西里斯;0;21;0;1;1;2;0;6;24068;0;-1;-1;0;0
23072;母狮;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
23073;吉兆之猫;每移动1格，自身永久＋1攻击力（每回合至多发动4次），自身失去生命值时随机移动至迷雾区域（无迷雾时原地不动）。;0;22;0;1;6;0;0;27;1;0;-1;-1;0;0
23075;战争呼唤;失去生命值时，己方所有单位＋1攻击力，持续1回合，随机解除敌方2格迷雾（每回合至多发动2次）。;0;22;0;0;21;2;0;33;1;0;2;999;0;0
23076;咒缚之法;己方回合开始时获得1张神迹卡【咒缚之法】;0;6;0;1;5;0;0;21;38006;0;-1;-1;1;0
23098;至黑魔龙;生命;0;6;0;1;6;0;0;3;2;0;-1;-1;0;0
23099;咒缚之指环;己方回合开始时，己方另一体附属神永久－2攻击力，失去5点生命值。自身获得【圣盾】，永久＋2攻击力，获得5点生命值。;0;6;0;1;6;0;0;3;2;0;0;0;0;0
23105;天狱;己方回合开始时，若自身不处于迷雾，则永久＋1攻击力，并获5点生命值与【圣盾】。;0;35;0;1;6;0;0;5;8;0;-1;-1;1;0
23110;要塞广寒;攻击增强;0;24;0;1;6;0;0;3;1;0;3;-1;0;0
23111;常暗;自身永久处于迷雾（仍然会受到伤害）。命中敌方单位时，敌方所有单位永久-1攻击力，自身永久＋1攻击力（每个回合至多发动2次），己方随机覆盖2格迷雾（每个回合至多发动1次）。;0;11;0;0;7;0;0;3;-1;0;2;999;1;0
23112;常暗;自身永久处于迷雾（仍然会受到伤害）。命中敌方单位时，敌方所有单位永久-1攻击力，自身永久＋1攻击力（每个回合至多发动2次），己方随机覆盖2格迷雾（每个回合至多发动1次）。;0;11;0;1;22;2;0;7;1;0;1;-1;1;0
23113;常暗;自身永久处于迷雾（仍然会受到伤害）。命中敌方单位时，敌方所有单位永久-1攻击力，自身永久＋1攻击力（每个回合至多发动2次），己方随机覆盖2格迷雾（每个回合至多发动1次）。;0;11;0;1;22;2;0;7;1;0;1;-1;1;0
23201;绝海神殿;敌方回合开始时，己方召唤1体【神秘雕像】。;0;31;0;1;1;2;0;6;29918;0;-1;-1;1;0
23202;绝海神殿;装填【米陶诺斯】时，+2攻击力，持续1回合（每回合至多发动2次），装填时间-3。;0;69;0;1;6;0;49901;13;-3;0;-1;-1;1;0
23203;祭仪;自身失去生命值时，本局内的【米陶诺斯】永久+1攻击力(无视获得状态，每回合至多发动1次);0;22;0;1;5;0;49901;107;1;0;1;-1;1;0
23204;不可逆之路;任意单位【完全离场】时（包括祭坛），自身+3攻击力，获得5点生命值（持续2回合，每回合至多发动1次）。;0;70;0;1;6;0;0;25;38;0;1;-1;1;0
23205;不可逆之路;任意单位【完全离场】时（包括祭坛），自身发动【冥王之才】（每回合至多发动1次);0;70;0;1;6;0;0;108;23206,20,23207,20,23208,20,23209,20,23210,20;0;1;-1;1;0
23206;冥王之才;攻击时，随机解除1格迷雾（每回合至多发动2次）;0;3;0;0;21;2;0;8;1;0;2;-1;1;0
23207;冥王之才;攻击命中敌方单位时，随机单位失去6点生命值（每回合至多发动1次）;0;11;0;0;4;2;0;1;-6;0;1;-1;1;0
23208;冥王之才;己方回合开始时，奥林匹斯势力单位本回合+1攻击力;0;6;0;1;39;0;10007;25;45;0;-1;-1;1;0
23209;冥王之才;攻击命中敌方单位时，敌方随机单位获得【雷印】（每回合至多发动1次）;0;11;0;0;4;2;0;25;41;0;1;-1;1;0
23210;冥王之才;己方回合开始时，自身获得【圣盾】;0;6;0;1;6;0;0;25;3;0;-1;-1;1;0
23213;复仇的才能;攻击时获得1张【恶意】（每回合至多发动1次）。;0;3;0;1;5;0;0;21;39994;0;1;-1;1;0
23214;复仇的才能;离场时，召唤1体【释放的恨】。;0;21;0;1;1;2;0;6;29919;0;-1;-1;1;0
23215;恶意;敌方随机单位失去7点生命值;1;0;0;0;4;2;0;1;-7;0;-1;-1;1;0
23216;释放的恨;无法攻击，【永生】，【固定】。己方回合开始时，己方全体获得【圣盾】，敌方全体本回合-5攻击力。;0;22;0;1;6;0;0;109;1;23217,23220;-1;-1;1;0
23217;释放的恨;己方回合开始时，己方全体获得【圣盾】;0;6;0;1;7;0;0;25;3;0;-1;-1;1;0
23218;暴政囚徒;【坚壁】;0;6;0;1;10;0;0;19;1;0;1;-1;1;0
23219;暴政囚徒;自身失去生命值时，己方主神随机随机移动至迷雾区域（无迷雾时原地不动）。;0;22;0;1;10;0;0;27;1;0;-1;-1;1;0
23220;释放的恨;己方回合开始时，己方全体获得【圣盾】，敌方全体本回合-5攻击力。;0;6;0;0;7;0;0;25;48;0;-1;-1;1;0
23221;偶像;己方回合开始时，若自身不处于迷雾，本回合获得5点攻击力。攻击命中敌方单位时，本回合获得1-3点攻击力，移动到迷雾下（每回合至多发动1次）。;0;35;0;1;6;0;0;25;54;0;1;-1;1;0
23223;偶像;己方回合开始时，若自身不处于迷雾，本回合获得5点攻击力。攻击命中敌方单位时，本回合获得1-3点攻击力，移动到迷雾下（每回合至多发动1次）。;0;11;0;1;6;0;0;74;17,18,22;0;1;-1;1;0
23224;偶像;自身失去生命值时，本回合-2攻击力（每回合至多发动1次）。;0;22;0;1;6;0;0;25;85;0;1;-1;1;0
23225;真实的爱;敌方随机附属神失去X点生命值（X为赫拉的攻击力）;1;0;0;0;36;2;0;111;23005;0;-1;-1;1;0
23227;爱之形;自身被攻击时，永久+2攻击力;0;20;0;1;6;0;0;3;2;0;-1;-1;1;0
23228;爱之形;自身装填弹幕卡时，本回合+3攻击力（每回合至多发动1次）。;0;24;0;1;6;0;0;25;22;0;1;-1;1;0
23229;偶像;己方回合开始时，若自身不处于迷雾，本回合获得3点攻击力。攻击命中敌方单位时，本回合获得1-3点攻击力，移动到迷雾下（每回合至多发动1次）。;0;11;0;1;6;0;0;27;1;0;1;-1;1;0
